flight_id,flight_no,delay_cause,delay_classification,on_time
694,PG0054,security_ct,Short delay,False
695,PG0055,No delays,On-time,True
696,PG0054,carrier_ct,Short delay,False
697,PG0055,late_aircraft_ct,Short delay,False
698,PG0055,nas_ct,Short delay,False
699,PG0055,carrier_ct,Short delay,False
700,PG0054,No delays,On-time,True
701,PG0054,late_aircraft_ct,Short delay,False
702,PG0055,No delays,On-time,True
703,PG0054,security_ct,Moderate delay,False
704,PG0054,No delays,On-time,True
705,PG0054,nas_ct,Moderate delay,False
706,PG0055,carrier_ct,Moderate delay,False
707,PG0054,No delays,On-time,True
708,PG0054,No delays,On-time,True
709,PG0055,No delays,On-time,True
710,PG0055,nas_ct,Short delay,False
711,PG0055,No delays,On-time,True
712,PG0055,No delays,On-time,True
713,PG0055,No delays,On-time,True
714,PG0054,No delays,On-time,True
715,PG0055,security_ct,Short delay,False
716,PG0054,carrier_ct,Short delay,False
717,PG0054,No delays,On-time,True
718,PG0055,carrier_ct,Long delay,False
719,PG0055,nas_ct,Short delay,False
720,PG0054,carrier_ct,Short delay,False
721,PG0054,No delays,On-time,True
722,PG0054,No delays,On-time,True
723,PG0054,nas_ct,Short delay,False
724,PG0055,No delays,On-time,True
725,PG0054,No delays,On-time,True
726,PG0055,No delays,On-time,True
727,PG0055,late_aircraft_ct,Short delay,False
728,PG0055,No delays,On-time,True
729,PG0055,weather_ct,Short delay,False
730,PG0055,weather_ct,Moderate delay,False
731,PG0054,late_aircraft_ct,Short delay,False
732,PG0054,security_ct,Short delay,False
733,PG0055,No delays,On-time,True
734,PG0054,No delays,On-time,True
735,PG0055,weather_ct,Short delay,False
736,PG0055,weather_ct,Short delay,False
737,PG0055,No delays,On-time,True
738,PG0054,No delays,On-time,True
739,PG0055,security_ct,Short delay,False
740,PG0055,nas_ct,Short delay,False
741,PG0054,No delays,On-time,True
742,PG0055,late_aircraft_ct,Moderate delay,False
743,PG0054,security_ct,Short delay,False
744,PG0055,nas_ct,Short delay,False
745,PG0054,No delays,On-time,True
746,PG0054,security_ct,Short delay,False
747,PG0054,nas_ct,Moderate delay,False
748,PG0054,No delays,On-time,True
749,PG0054,No delays,On-time,True
750,PG0054,No delays,On-time,True
751,PG0054,No delays,On-time,True
752,PG0054,weather_ct,Short delay,False
753,PG0054,No delays,On-time,True
754,PG0055,No delays,On-time,True
755,PG0054,No delays,On-time,True
756,PG0055,carrier_ct,Short delay,False
757,PG0055,carrier_ct,Short delay,False
758,PG0054,nas_ct,Short delay,False
759,PG0054,carrier_ct,Long delay,False
760,PG0055,carrier_ct,Short delay,False
761,PG0054,No delays,On-time,True
762,PG0054,late_aircraft_ct,Short delay,False
763,PG0054,late_aircraft_ct,Moderate delay,False
764,PG0054,No delays,On-time,True
765,PG0054,No delays,On-time,True
766,PG0054,carrier_ct,Short delay,False
767,PG0055,No delays,On-time,True
768,PG0055,No delays,On-time,True
769,PG0054,No delays,On-time,True
770,PG0055,No delays,On-time,True
771,PG0055,No delays,On-time,True
772,PG0054,No delays,On-time,True
773,PG0055,nas_ct,Short delay,False
774,PG0055,No delays,On-time,True
775,PG0055,carrier_ct,Short delay,False
776,PG0054,carrier_ct,Short delay,False
777,PG0055,carrier_ct,Short delay,False
778,PG0054,No delays,On-time,True
779,PG0055,late_aircraft_ct,Short delay,False
780,PG0055,carrier_ct,Long delay,False
781,PG0055,No delays,On-time,True
782,PG0054,No delays,On-time,True
783,PG0054,No delays,On-time,True
784,PG0055,weather_ct,Short delay,False
785,PG0054,No delays,On-time,True
786,PG0055,No delays,On-time,True
787,PG0055,No delays,On-time,True
788,PG0054,No delays,On-time,True
789,PG0055,carrier_ct,Short delay,False
790,PG0054,No delays,On-time,True
791,PG0054,carrier_ct,Short delay,False
792,PG0054,No delays,On-time,True
793,PG0055,No delays,On-time,True
794,PG0045,weather_ct,Short delay,False
795,PG0045,No delays,On-time,True
796,PG0045,No delays,On-time,True
797,PG0045,No delays,On-time,True
798,PG0045,No delays,On-time,True
799,PG0045,nas_ct,Short delay,False
800,PG0045,No delays,On-time,True
801,PG0045,No delays,On-time,True
802,PG0045,No delays,On-time,True
803,PG0045,late_aircraft_ct,Short delay,False
804,PG0045,security_ct,Moderate delay,False
805,PG0045,security_ct,Short delay,False
806,PG0045,No delays,On-time,True
807,PG0045,carrier_ct,Short delay,False
808,PG0045,No delays,On-time,True
809,PG0045,No delays,On-time,True
810,PG0045,nas_ct,Short delay,False
811,PG0045,No delays,On-time,True
812,PG0045,carrier_ct,Short delay,False
813,PG0045,late_aircraft_ct,Short delay,False
814,PG0045,late_aircraft_ct,Short delay,False
815,PG0045,weather_ct,Short delay,False
816,PG0045,No delays,On-time,True
817,PG0045,security_ct,Short delay,False
818,PG0045,No delays,On-time,True
819,PG0045,No delays,On-time,True
820,PG0045,carrier_ct,Short delay,False
821,PG0045,No delays,On-time,True
822,PG0045,security_ct,Short delay,False
823,PG0045,No delays,On-time,True
824,PG0045,nas_ct,Short delay,False
825,PG0045,late_aircraft_ct,Moderate delay,False
826,PG0045,security_ct,Short delay,False
827,PG0045,security_ct,Short delay,False
828,PG0045,No delays,On-time,True
829,PG0045,No delays,On-time,True
830,PG0045,No delays,On-time,True
831,PG0045,carrier_ct,Short delay,False
832,PG0045,security_ct,Short delay,False
833,PG0045,security_ct,Short delay,False
834,PG0045,No delays,On-time,True
835,PG0045,No delays,On-time,True
836,PG0045,late_aircraft_ct,Moderate delay,False
837,PG0045,No delays,On-time,True
838,PG0045,No delays,On-time,True
839,PG0045,No delays,On-time,True
840,PG0045,carrier_ct,Long delay,False
841,PG0045,No delays,On-time,True
842,PG0045,No delays,On-time,True
843,PG0045,weather_ct,Short delay,False
844,PG0045,late_aircraft_ct,Short delay,False
845,PG0045,No delays,On-time,True
846,PG0045,security_ct,Short delay,False
847,PG0045,No delays,On-time,True
848,PG0045,No delays,On-time,True
849,PG0045,No delays,On-time,True
850,PG0045,No delays,On-time,True
851,PG0045,No delays,On-time,True
852,PG0045,No delays,On-time,True
853,PG0045,No delays,On-time,True
854,PG0045,carrier_ct,Short delay,False
855,PG0341,No delays,On-time,True
856,PG0341,No delays,On-time,True
857,PG0341,weather_ct,Short delay,False
858,PG0341,carrier_ct,Moderate delay,False
859,PG0341,nas_ct,Short delay,False
860,PG0341,No delays,On-time,True
861,PG0341,No delays,On-time,True
862,PG0341,No delays,On-time,True
863,PG0341,No delays,On-time,True
864,PG0341,late_aircraft_ct,Short delay,False
865,PG0341,No delays,On-time,True
866,PG0341,No delays,On-time,True
867,PG0341,weather_ct,Short delay,False
868,PG0341,nas_ct,Short delay,False
869,PG0341,No delays,On-time,True
870,PG0341,No delays,On-time,True
871,PG0341,No delays,On-time,True
872,PG0341,carrier_ct,Moderate delay,False
873,PG0341,late_aircraft_ct,Short delay,False
874,PG0341,late_aircraft_ct,Short delay,False
875,PG0341,No delays,On-time,True
876,PG0341,nas_ct,Short delay,False
877,PG0341,late_aircraft_ct,Short delay,False
878,PG0341,No delays,On-time,True
879,PG0341,No delays,On-time,True
880,PG0341,late_aircraft_ct,Short delay,False
881,PG0341,weather_ct,Short delay,False
882,PG0341,nas_ct,Short delay,False
883,PG0341,weather_ct,Short delay,False
884,PG0341,carrier_ct,Short delay,False
885,PG0341,No delays,On-time,True
886,PG0341,No delays,On-time,True
887,PG0341,security_ct,Moderate delay,False
888,PG0341,carrier_ct,Long delay,False
889,PG0341,No delays,On-time,True
890,PG0341,carrier_ct,Short delay,False
891,PG0341,carrier_ct,Short delay,False
892,PG0341,late_aircraft_ct,Moderate delay,False
893,PG0341,No delays,On-time,True
894,PG0341,No delays,On-time,True
895,PG0341,No delays,On-time,True
896,PG0341,carrier_ct,Short delay,False
897,PG0341,No delays,On-time,True
898,PG0341,weather_ct,Short delay,False
899,PG0341,No delays,On-time,True
900,PG0341,late_aircraft_ct,Moderate delay,False
901,PG0341,carrier_ct,Short delay,False
902,PG0341,No delays,On-time,True
903,PG0341,No delays,On-time,True
904,PG0341,carrier_ct,Long delay,False
905,PG0341,No delays,On-time,True
906,PG0341,No delays,On-time,True
907,PG0341,No delays,On-time,True
908,PG0341,No delays,On-time,True
909,PG0341,late_aircraft_ct,Short delay,False
910,PG0341,No delays,On-time,True
911,PG0341,late_aircraft_ct,Short delay,False
912,PG0341,No delays,On-time,True
913,PG0341,nas_ct,Moderate delay,False
914,PG0341,No delays,On-time,True
915,PG0341,late_aircraft_ct,Short delay,False
916,PG0368,late_aircraft_ct,Short delay,False
917,PG0368,No delays,On-time,True
918,PG0368,carrier_ct,Short delay,False
919,PG0368,No delays,On-time,True
920,PG0368,No delays,On-time,True
921,PG0368,security_ct,Short delay,False
922,PG0368,late_aircraft_ct,Short delay,False
923,PG0368,No delays,On-time,True
924,PG0368,carrier_ct,Long delay,False
925,PG0368,No delays,On-time,True
926,PG0368,nas_ct,Moderate delay,False
927,PG0368,carrier_ct,Short delay,False
928,PG0368,security_ct,Short delay,False
929,PG0368,No delays,On-time,True
930,PG0368,No delays,On-time,True
931,PG0368,No delays,On-time,True
932,PG0368,No delays,On-time,True
933,PG0368,carrier_ct,Short delay,False
934,PG0368,security_ct,Short delay,False
935,PG0368,late_aircraft_ct,Short delay,False
936,PG0368,nas_ct,Short delay,False
937,PG0368,late_aircraft_ct,Short delay,False
938,PG0368,carrier_ct,Short delay,False
939,PG0368,No delays,On-time,True
940,PG0368,No delays,On-time,True
941,PG0368,No delays,On-time,True
942,PG0368,No delays,On-time,True
943,PG0368,No delays,On-time,True
944,PG0368,No delays,On-time,True
945,PG0368,nas_ct,Short delay,False
946,PG0368,carrier_ct,Short delay,False
947,PG0368,No delays,On-time,True
948,PG0368,carrier_ct,Short delay,False
949,PG0368,nas_ct,Short delay,False
950,PG0368,No delays,On-time,True
951,PG0368,No delays,On-time,True
952,PG0368,security_ct,Short delay,False
953,PG0368,security_ct,Short delay,False
954,PG0368,nas_ct,Short delay,False
955,PG0368,carrier_ct,Long delay,False
956,PG0368,carrier_ct,Short delay,False
957,PG0368,No delays,On-time,True
958,PG0368,carrier_ct,Short delay,False
959,PG0368,No delays,On-time,True
960,PG0368,weather_ct,Short delay,False
961,PG0368,weather_ct,Short delay,False
962,PG0368,late_aircraft_ct,Short delay,False
963,PG0368,security_ct,Short delay,False
964,PG0368,nas_ct,Short delay,False
965,PG0368,late_aircraft_ct,Short delay,False
966,PG0368,No delays,On-time,True
967,PG0368,late_aircraft_ct,Short delay,False
968,PG0368,carrier_ct,Moderate delay,False
969,PG0368,carrier_ct,Short delay,False
970,PG0368,No delays,On-time,True
971,PG0368,No delays,On-time,True
972,PG0368,security_ct,Short delay,False
973,PG0368,nas_ct,Short delay,False
974,PG0368,late_aircraft_ct,Short delay,False
975,PG0368,No delays,On-time,True
976,PG0368,late_aircraft_ct,Short delay,False
977,PG0335,No delays,On-time,True
978,PG0335,weather_ct,Short delay,False
979,PG0335,No delays,On-time,True
980,PG0335,weather_ct,Moderate delay,False
981,PG0335,No delays,On-time,True
982,PG0335,late_aircraft_ct,Short delay,False
983,PG0335,security_ct,Moderate delay,False
984,PG0335,No delays,On-time,True
985,PG0335,No delays,On-time,True
986,PG0335,No delays,On-time,True
987,PG0335,weather_ct,Short delay,False
988,PG0335,security_ct,Short delay,False
989,PG0335,No delays,On-time,True
990,PG0335,late_aircraft_ct,Short delay,False
991,PG0335,No delays,On-time,True
992,PG0335,No delays,On-time,True
993,PG0335,weather_ct,Short delay,False
994,PG0335,No delays,On-time,True
995,PG0335,No delays,On-time,True
996,PG0335,late_aircraft_ct,Short delay,False
997,PG0335,No delays,On-time,True
998,PG0335,No delays,On-time,True
999,PG0335,No delays,On-time,True
1000,PG0335,weather_ct,Short delay,False
1001,PG0335,No delays,On-time,True
1002,PG0335,security_ct,Short delay,False
1003,PG0335,late_aircraft_ct,Short delay,False
1004,PG0335,carrier_ct,Short delay,False
1005,PG0335,No delays,On-time,True
1006,PG0335,No delays,On-time,True
1007,PG0335,No delays,On-time,True
1008,PG0335,No delays,On-time,True
1009,PG0335,No delays,On-time,True
1010,PG0335,weather_ct,Short delay,False
1011,PG0335,No delays,On-time,True
1012,PG0335,late_aircraft_ct,Short delay,False
1013,PG0335,No delays,On-time,True
1014,PG0335,carrier_ct,Moderate delay,False
1015,PG0335,No delays,On-time,True
1016,PG0335,late_aircraft_ct,Short delay,False
1017,PG0335,nas_ct,Short delay,False
1018,PG0335,No delays,On-time,True
1019,PG0335,late_aircraft_ct,Short delay,False
1020,PG0335,No delays,On-time,True
1021,PG0335,No delays,On-time,True
1022,PG0335,No delays,On-time,True
1023,PG0335,late_aircraft_ct,Short delay,False
1024,PG0335,carrier_ct,Short delay,False
1025,PG0335,No delays,On-time,True
1026,PG0335,weather_ct,Short delay,False
1027,PG0335,nas_ct,Short delay,False
1028,PG0335,late_aircraft_ct,Short delay,False
1029,PG0335,late_aircraft_ct,Short delay,False
1030,PG0335,carrier_ct,Long delay,False
1031,PG0335,No delays,On-time,True
1032,PG0335,No delays,On-time,True
1033,PG0335,No delays,On-time,True
1034,PG0335,late_aircraft_ct,Short delay,False
1035,PG0335,late_aircraft_ct,Short delay,False
1036,PG0335,weather_ct,Short delay,False
1037,PG0335,carrier_ct,Short delay,False
1038,PG0517,carrier_ct,Moderate delay,False
1039,PG0517,nas_ct,Short delay,False
1040,PG0517,No delays,On-time,True
1041,PG0517,nas_ct,Short delay,False
1042,PG0517,carrier_ct,Short delay,False
1043,PG0517,No delays,On-time,True
1044,PG0517,weather_ct,Short delay,False
1045,PG0517,No delays,On-time,True
1046,PG0517,No delays,On-time,True
1047,PG0517,No delays,On-time,True
1048,PG0517,security_ct,Short delay,False
1049,PG0517,No delays,On-time,True
1050,PG0517,No delays,On-time,True
1051,PG0517,No delays,On-time,True
1052,PG0517,weather_ct,Short delay,False
1053,PG0517,No delays,On-time,True
1054,PG0517,weather_ct,Short delay,False
1055,PG0517,carrier_ct,Short delay,False
1056,PG0517,carrier_ct,Moderate delay,False
1057,PG0517,carrier_ct,Long delay,False
1058,PG0517,security_ct,Short delay,False
1059,PG0517,nas_ct,Short delay,False
1060,PG0517,No delays,On-time,True
1061,PG0517,No delays,On-time,True
1062,PG0517,No delays,On-time,True
1063,PG0517,No delays,On-time,True
1064,PG0517,No delays,On-time,True
1065,PG0517,No delays,On-time,True
1066,PG0517,No delays,On-time,True
1067,PG0517,No delays,On-time,True
1068,PG0517,No delays,On-time,True
1069,PG0517,security_ct,Short delay,False
1070,PG0517,No delays,On-time,True
1071,PG0517,No delays,On-time,True
1072,PG0517,No delays,On-time,True
1073,PG0517,weather_ct,Short delay,False
1074,PG0517,nas_ct,Short delay,False
1075,PG0517,nas_ct,Short delay,False
1076,PG0517,No delays,On-time,True
1077,PG0517,No delays,On-time,True
1078,PG0517,No delays,On-time,True
1079,PG0517,No delays,On-time,True
1080,PG0517,nas_ct,Short delay,False
1081,PG0517,No delays,On-time,True
1082,PG0517,security_ct,Short delay,False
1083,PG0517,No delays,On-time,True
1084,PG0517,security_ct,Short delay,False
1085,PG0517,nas_ct,Short delay,False
1086,PG0517,No delays,On-time,True
1087,PG0517,late_aircraft_ct,Short delay,False
1088,PG0517,late_aircraft_ct,Short delay,False
1089,PG0517,late_aircraft_ct,Short delay,False
1090,PG0517,nas_ct,Short delay,False
1091,PG0517,No delays,On-time,True
1092,PG0517,nas_ct,Short delay,False
1093,PG0517,late_aircraft_ct,Short delay,False
1094,PG0517,No delays,On-time,True
1095,PG0517,security_ct,Short delay,False
1096,PG0517,nas_ct,Short delay,False
1097,PG0517,No delays,On-time,True
1098,PG0517,nas_ct,Short delay,False
1099,PG0136,late_aircraft_ct,Short delay,False
1100,PG0136,carrier_ct,Short delay,False
1101,PG0136,No delays,On-time,True
1102,PG0136,nas_ct,Moderate delay,False
1103,PG0136,late_aircraft_ct,Short delay,False
1104,PG0136,late_aircraft_ct,Short delay,False
1105,PG0136,No delays,On-time,True
1106,PG0136,No delays,On-time,True
1107,PG0136,No delays,On-time,True
1108,PG0136,weather_ct,Short delay,False
1109,PG0136,No delays,On-time,True
1110,PG0136,security_ct,Moderate delay,False
1111,PG0136,No delays,On-time,True
1112,PG0136,No delays,On-time,True
1113,PG0136,No delays,On-time,True
1114,PG0136,No delays,On-time,True
1115,PG0136,carrier_ct,Short delay,False
1116,PG0136,No delays,On-time,True
1117,PG0136,No delays,On-time,True
1118,PG0136,No delays,On-time,True
1119,PG0136,No delays,On-time,True
1120,PG0136,No delays,On-time,True
1121,PG0136,late_aircraft_ct,Moderate delay,False
1122,PG0136,No delays,On-time,True
1123,PG0136,No delays,On-time,True
1124,PG0136,No delays,On-time,True
1125,PG0136,No delays,On-time,True
1126,PG0136,nas_ct,Moderate delay,False
1127,PG0136,No delays,On-time,True
1128,PG0136,carrier_ct,Short delay,False
1129,PG0136,carrier_ct,Short delay,False
1130,PG0136,No delays,On-time,True
1131,PG0136,No delays,On-time,True
1132,PG0136,No delays,On-time,True
1133,PG0136,weather_ct,Short delay,False
1134,PG0136,No delays,On-time,True
1135,PG0136,late_aircraft_ct,Short delay,False
1136,PG0136,security_ct,Short delay,False
1137,PG0136,No delays,On-time,True
1138,PG0136,nas_ct,Short delay,False
1139,PG0136,No delays,On-time,True
1140,PG0136,No delays,On-time,True
1141,PG0136,carrier_ct,Short delay,False
1142,PG0136,carrier_ct,Short delay,False
1143,PG0136,No delays,On-time,True
1144,PG0136,No delays,On-time,True
1145,PG0136,No delays,On-time,True
1146,PG0136,late_aircraft_ct,Short delay,False
1147,PG0136,weather_ct,Short delay,False
1148,PG0136,nas_ct,Short delay,False
1149,PG0136,carrier_ct,Short delay,False
1150,PG0136,late_aircraft_ct,Short delay,False
1151,PG0136,nas_ct,Short delay,False
1152,PG0136,carrier_ct,Short delay,False
1153,PG0136,No delays,On-time,True
1154,PG0136,No delays,On-time,True
1155,PG0136,weather_ct,Short delay,False
1156,PG0136,nas_ct,Short delay,False
1157,PG0136,No delays,On-time,True
1158,PG0136,No delays,On-time,True
1159,PG0136,No delays,On-time,True
1160,PG0134,security_ct,Short delay,False
1161,PG0134,nas_ct,Short delay,False
1162,PG0134,No delays,On-time,True
